"MOVIL_128", "24:da:9b:54:18:b9", "232496", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232465", "-27.476897,-65.685141", "27° 28' 36.8" S, 65° 41' 6.5" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232176", "-27.420769,-65.525226", "27° 25' 14.8" S, 65° 31' 30.8" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "198112", "-27.41638,-65.514186", "27° 24' 59.0" S, 65° 30' 51.1" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233520", "-27.486695,-65.363399", "27° 29' 12.1" S, 65° 21' 48.2" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "173271", "-27.484825,-65.364886", "27° 29' 5.4" S, 65° 21' 53.6" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233509", "-27.516338,-65.270013", "27° 30' 58.8" S, 65° 16' 12.0" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233502", "-27.347867,-65.608842", "27° 20' 52.3" S, 65° 36' 31.8" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "191042", "-27.349971,-65.584734", "27° 20' 59.9" S, 65° 35' 5.0" W", ""
