"MOVIL_128", "24:da:9b:54:18:b9", "232492", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "191014", "-27.476462,-65.689571", "27° 28' 35.3" S, 65° 41' 22.5" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "167151", "-27.478079,-65.634844", "27° 28' 41.1" S, 65° 38' 5.4" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "197012", "-27.423109,-65.609368", "27° 25' 23.2" S, 65° 36' 33.7" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232478", "-27.360067,-65.664639", "27° 21' 36.2" S, 65° 39' 52.7" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232173", "-27.360048,-65.664659", "27° 21' 36.2" S, 65° 39' 52.8" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233512", "-27.414015,-65.508047", "27° 24' 50.5" S, 65° 30' 29.0" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232470", "-27.395717,-65.584257", "27° 23' 44.6" S, 65° 35' 3.3" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233511", "-27.361276,-65.587003", "27° 21' 40.6" S, 65° 35' 13.2" W", ""
