"MOVIL_128", "24:da:9b:54:18:b9", "197114", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232490", "-27.054113,-65.412434", "27° 3' 14.8" S, 65° 24' 44.8" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233514", "-27.221482,-65.549655", "27° 13' 17.3" S, 65° 32' 58.8" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232467", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "187192", "-27.263526,-65.545923", "27° 15' 48.7" S, 65° 32' 45.3" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "169559", "-27.266254,-65.549068", "27° 15' 58.5" S, 65° 32' 56.6" W", ""
