"MOVIL_128", "24:da:9b:54:18:b9", "232493", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232369", "-27.478709,-65.684245", "27° 28' 43.4" S, 65° 41' 3.3" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232466", "-27.478769,-65.68338", "27° 28' 43.6" S, 65° 41' 0.2" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232494", "-27.474568,-65.680001", "27° 28' 28.4" S, 65° 40' 48.0" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "197279", "-27.4431,-65.609591", "27° 26' 35.2" S, 65° 36' 34.5" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232499", "-27.427678,-65.596", "27° 25' 39.6" S, 65° 35' 45.6" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232500", "-27.427678,-65.596", "27° 25' 39.6" S, 65° 35' 45.6" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "191123", "-27.437347,-65.619643", "27° 26' 14.4" S, 65° 37' 10.7" W", ""
