"movil-65", "84:10:d:5d:10:37", "2112", "0.0,0.0", "n/d", ""
"movil-65", "84:10:d:5d:10:37", "113689", "-26.83539134,-65.20827646", "26° 50' 7.4" S, 65° 12' 29.8" W", ""
