"MOVIL_128", "24:da:9b:54:18:b9", "233527", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233535", "-27.425952,-65.613112", "27° 25' 33.4" S, 65° 36' 47.2" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233541", "-27.389982,-65.58658", "27° 23' 23.9" S, 65° 35' 11.7" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233543", "-27.384188,-65.607013", "27° 23' 3.1" S, 65° 36' 25.2" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232530", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233526", "-27.270097,-65.556443", "27° 16' 12.3" S, 65° 33' 23.2" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233538", "-27.267605,-65.550346", "27° 16' 3.4" S, 65° 33' 1.2" W", ""
