"MOVIL_128", "24:da:9b:54:18:b9", "232498", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "230923", "-27.469481,-65.679252", "27° 28' 10.1" S, 65° 40' 45.3" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "193918", "-27.449067,-65.617732", "27° 26' 56.6" S, 65° 37' 3.8" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "191767", "-27.44164228,-65.60777975", "27° 26' 29.9" S, 65° 36' 28.0" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "197072", "-27.42356709,-65.6262694", "27° 25' 24.8" S, 65° 37' 34.6" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "232497", "-27.4290039,-65.61927471", "27° 25' 44.4" S, 65° 37' 9.4" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233548", "-27.34853503,-65.57270278", "27° 20' 54.7" S, 65° 34' 21.7" W", ""
