"MOVIL_128", "24:da:9b:54:18:b9", "233554", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233553", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "198400", "-27.433232,-65.627702", "27° 25' 59.6" S, 65° 37' 39.7" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233540", "-27.423785,-65.621272", "27° 25' 25.6" S, 65° 37' 16.6" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233621", "-27.376259,-65.610041", "27° 22' 34.5" S, 65° 36' 36.1" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233561", "-27.375558,-65.604801", "27° 22' 32.0" S, 65° 36' 17.3" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233552", "-27.47075,-65.684741", "27° 28' 14.7" S, 65° 41' 5.1" W", ""
