"MOVIL_128", "24:da:9b:54:18:b9", "232182", "0.0,0.0", "n/d", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233568", "-27.181899,-65.507776", "27° 10' 54.8" S, 65° 30' 28.0" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233591", "-27.268799,-65.549617", "27° 16' 7.7" S, 65° 32' 58.6" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "192673", "-27.276403,-65.56337", "27° 16' 35.1" S, 65° 33' 48.1" W", ""
"MOVIL_128", "24:da:9b:54:18:b9", "233579", "-27.353012,-65.579238", "27° 21' 10.8" S, 65° 34' 45.3" W", ""
