"movil-100", "84:10:d:5c:cb:75", "123321", "-26.8355168,-65.20831163", "26° 50' 7.9" S, 65° 12' 29.9" W", "; "
"movil-100", "84:10:d:5c:cb:75", "002112", "-26.83549014,-65.20827299", "26° 50' 7.8" S, 65° 12' 29.8" W", "chu; "
